Posisi,Perusahaan,Lokasi,URL,Deskripsi
Business Analyst,Siloam Hospitals Group (Tbk),Tangerang,https://id.jobstreet.com/id/job/82055804?type=standard&ref=search-standalone,"We seek a detail-orientedBusiness Analystto analyze business needs, identify improvements, and provide data-driven recommendations. The role involves collaborating with stakeholders to align processes, systems, and workflows with organizational goals.Key Responsibilities:Gather, document, and analyze business requirements.Identify and propose process improvements.Develop business cases and feasibility studies.Ensure technical solutions meet business needs.Facilitate stakeholder meetings and workshops.Create reports, process flows, and documentation.Support project teams in translating requirements.Conduct data analysis for insights.Job Requirements:Bachelor’s degree in Business, IT, Finance, or related field.8+ years of experience in business analysis.Strong analytical and problem-solving skills.Experience with process modeling and improvement.Proficiency in data analysis tools (Excel, SQL, BI tools).Excellent communication and stakeholder engagement skills.Ability to manage multiple projects.Full WFO in Karawaci Tangerang."
Business Consultant,Legal Indonesia Consulting,Seminyak,https://id.jobstreet.com/id/job/81863553?type=standard&ref=search-standalone,"We are looking for a qualifiedBusiness Consultantto help our clients reform their operations and support their business by providing intuitive guidance.Bachelor's degree any fieldsMust have knowledge and familiar with set up company, kitas and licensesMust have experience working around 2-3 years in the same fieldExcellent communication, presentation, networking and negotiation skillsPassionate, self-motivated, good team player and responsible. Able to work under pressure.Managing the entire sales cycle from prospecting to deal closingAbility to identify and understand business opportunities and build long term relationships with customersFluent in English is a must and Russian (point plus)"
ERP Business Analyst,PT. Berca Hardayaperkasa,Jakarta Pusat,https://id.jobstreet.com/id/job/82055554?type=standard&ref=search-standalone,"Requirements:Diploma/Bachelor’s degree in Information System, Finance Accounting, Industrial EngineeringFresh Graduateare welcome to applyHave knowledge in Business Process & ERPAbility to work effectively in a team as well as independentlyGood communication & interpersonal skillsHard worker, fast learner and ready to work under pressureWilling to travel if neededJob Responsibility:Analyzing & designing best solution ERP for customerConducting UATConducting training userSupporting Go LiveFixing bugs issueWriting needed documentation based on project stage"
DATA ANALYST,PT Asia Bandar Alam,Jakarta Pusat,https://id.jobstreet.com/id/job/82055251?type=standard&ref=search-standalone,"Job Responsibilities:Support the retail department in terms of data analysis (such as: sales, promotional programs, review of sales staff performance), ensure updates on: (promotional prices, promotional procedures, availability of goods & transfer of goods in stores including best seller items and special products), as well as presenting weekly & monthly reports for retail team.Requirements:Minimum 1 year experience as a data analyst or in a related field.Excellent written and verbal communication skills.Minimum Bachelor DegreeExcellent in Ms. Excel"
Credit Analyst Mobil Jambi,PT KB Finansia Multi Finance,Jambi,https://id.jobstreet.com/id/job/82055079?type=standard&ref=search-standalone,Deskripsi Pekerjaan :1. Melakukan validasi & analisa pengajuan kelayakan kredit (5C) calon konsumen2. Mengarahkan dan memberikan penugasan survey kepada CO3. Membuat performance report terkait hasil analisis kredit yang dilakukan secara berkala4. Melakukan survey lanjutan/survey ulang konsumen sesuai dengan ketentuan & kebutuhan5. Melakukan koordinasi dengan ACRM terkait rencana kerja dan aktivitas harian untuk menjaga kinerja kredit cabangKualifikasi :1. Pendidikan minimal S12. Pengalaman 2-3 tahun di bidang credit lembaga keuangan3. Menguasai Ms Office/Google Workspace4. Memiliki analisa yang kuat terkait proses akuisisi di perusahaan pembiayaan
Data Scientist & Modelling,"PT. BFI FINANCE INDONESIA, Tbk",Kecamatan Tangerang,https://id.jobstreet.com/id/job/82061104?type=standard&ref=search-standalone,"Job DescriptionCreating modelling & analysisData Insight & Strategy OptimizationInnovation & Methodolgy DevelopmentHandle data Quality & GovernanceDevelop model validation & monitoring.Communicating with the product and business teams to understand business processes and translate them to modeling requirements.Minimum QualificationsBachelor Degree (fresh graduate are welcome) with major Mathematic, Statistic or Computer Science.Good in analytical thinkingGood in attention to detailGood in communication & presentation skillExperience in deep learning frameworks like PyTorch or TensorFlow."
Data Analyst,PT ISS INDONESIA (Bintaro),Jakarta Selatan,https://id.jobstreet.com/id/job/82053875?type=standard&ref=search-standalone,Requirements:Marketing/Mathematic/Communication/ IT Bachelor degree or related.Minimum 1 year of Analytics/Business analyst/Digital analytics focus.Capable handlingGoogle analyticsandLooker studio.Familiarity with reporting Dashboards likePowerBI.Understand and able to operates SQL query is a bonus.Excellent written & communication skills.Ability to multitask.Work placement inSCBD Sudirman - JakartaThis job position will be contracted under PT. ISS INDONESIA
Data Annotation Specialist,Pengiklan Anonim,Jakarta Pusat,https://id.jobstreet.com/id/job/82053781?type=standard&ref=search-standalone,"We are looking for a results-drivenData Annotation Specialistto oversee and streamline project operations. This role focuses on managing teams, ensuring quality control, and driving project success through effective training, workflow organization, and problem-solving. Ideal candidates will have strong leadership skills, a data-oriented mindset, and a knack for maintaining high-quality standards in a dynamic environment.Job Responsibilities:Manage part-timers and auditors to ensure project tasks are completed on time and effectively.Develop and deliver training, monitor workflows, and maintain project timelines.Conduct QC checks, ensure data quality, and address performance issues.Provide guidance, solve problems, and ensure compliance with project standards.Requirements:Proficiency in Chinese (spoken & written) preferred.2+ years of experience in project or team management, ideally in data-related fields.Strong organizational, problem-solving, and data management skills.Proficient in Microsoft Excel; experience with SQL, Tableau, Python, or Unix is a plus.Degree in Statistics, Mathematics, or a related field.#LI-RA1"
VISA CONSULTANT SPECIALIST,PT. SHAN HAI MAP,Jakarta Barat,https://id.jobstreet.com/id/job/82053411?type=standard&ref=search-standalone,"Requirements:1. Minimal lulus pendidikan S1 dengan bidang apapun2. Terbiasa mengerjakan dalam mengurus Visa (izin tinggal lainnya) dan layanan keimigrasian (tanpa adanya pihak ketiga)3. Berpengalaman bekerja dalam mengurus visa dan izin lainnya (terutama visa kerja, visa bisnis, visa keluarga, visa investor, KITAS, KITAP dan lainnya minimal 1 tahun pengalaman4. Memahami proses end to end pembuatan visa dan terbiasa berdiskusi dengan pemerintah dalam melakukan proses negosiasi dan diskusi (tanpa adanya pihak ketiga)5. Memiliki pengalaman bekerja di perusahaan konsultan minimal pengalaman 1 tahun6. Mampu mengatur dokumen dan berkoordinasi dengan klien terkait dokumen yang dibutuhkan7. Memiliki relasi dengan rekanan pihak ketiga (menjadi nilai plus proses interview)8. Mampu berbahasa mandarin dari segi berbicara, translate, menulis/typing, listeing, dan reading9. Terbiasa melakukan dan menggunakan aplikasi canva untuk poses editing10. Mampu menggunakan jenis-jenis microsoft office (word, excel, dan lainnya) dan terbiasa dengan perangkat lunak lainnya yang berhubungan untuk proses pengerjaan jasa11. Mengatahui dan update terhadap peraturan-peraturan terbaru mengenai izin foreign people di IndonesiaJob Descriptions:1. Mengahandle izin tinggal dan visa klien asing from ent to end hingga dokumen terbit(terutama klien China)2. Berkoordinasi dengan tim front end mengenai berjalannya jasa, atau jika terjadi suatu kendala3. Memastikan setiap dokumen terusun dengan rapih, tersimpan dengan baik agar tidak terjadi penyebaran data secara illegal4. Melakukan editing dokument jika dibutuhkan5. Berkoordinasi dengan pemerintahan terutama dalam proses negosiasi dengan pihak eksternal6. Membuat laporan progress setiap jasa7. Melakukan update akun backend di website perusahaan"
IT Business Analyst,PT. Ace Global Consulting and Integration,Jakarta Utara,https://id.jobstreet.com/id/job/82052581?type=standard&ref=search-standalone,"Qualification:Bachelor’s degree fromComputerized AccountingORexperience as IT Business Analyst inFinance and Accounting softwarefor at least 1 year.Knowledge indesign diagramsuch as UML, BPMN, ERD, etc.Knowledge in designing and compilingFSD (Functional Specification Document).Familiar with Java, SQL database, and Linux OS.Excellent communication skill.Strong problem-solving and analytical thinking skills.Fresh graduates are welcome.Job Description:Understand the user's business and analyze how our solutions match the user's business needs.Gather user requirements and produce specifications for new or modified systems.Create business and system related documents such as FSD, HLD, IT, ST.Collaborate with programmers to develop systems.Carry out testing to ensure the solution provided meets user needs.Train users on a system and record user’s feedback.Monitor the effectiveness of the new system on the user's business."
"Credit Analyst Officer Area Kalimantan, Sumatera, Indonesia Timur",PT Sinar Mitra Sepadan Finance (ORIX Japan),Sumatera Utara,https://id.jobstreet.com/id/job/82052498?type=standard&ref=search-standalone,"Kualifikasi:Usia maksimal 30 tahun.Minimal S1 semua jurusan.Memiliki pengalaman minimal 1 tahun sebagai Credit Analyst pada Jasa Perbankan atau Perusahaan Pembiayaan.Menguasai Microsoft Office (Word, Excel, Power Point)Dapat bekerjasama dalam tim dan mampu bekerja dibawah tekanan.Memiliki kemampuan komunikasi dan koordinasi yang baik dengan tim.Memiliki integritas dan loyalitas, serta jujur dan bertanggung jawab terhadap pekerjaan.Memiliki disiplin waktu.Memiliki SIM C aktif dan kendaraan bermotor.Bersedia ditempatkan di seluruh wilayah NAD, Bali & Nusa Tenggara, dan Indonesia bagian TimurTanggung Jawab:Menilai kelayakan kredit pemohon kredit dengan menganalisa data kredit, kendaraan, pekerjaan dan informasi keuangan pemohon perorangan atau pemohon badan usaha.Melakukan verifikasi lewat telfon mengenai data pribadi, pekerjaan, kendaraan dan keuangan pemohon.Melakukan survey langsung ke lokasi domisili dan/atau tempat kerja atau tempat usaha pemohon kredit.Membantu monitor kualitas pembayaran aplikasi kredit yang di-approve.Membuat report harian dan bulanan untuk dilaporkan kepada atasan.Membuat presentasi hasil kerja per 3 bulan."
Senior Business Data Analyst,PT Amartha Mikro Fintek (Jakarta),Kebayoran Lama,https://id.jobstreet.com/id/job/82064342?type=standard&ref=search-standalone,"About AmarthaAt Amartha, we empower micro-businesses across Indonesia, enabling growth and equal prosperity. We’ve supported over 2.7 million entrepreneurs—mostly women—by disbursing IDR 22.8 trillion in funding. As we step into 2025, Amartha is evolving into a technology-driven financial ecosystem, expanding our reach in lending, funding, and payments. Through innovation and digital solutions, we aim to enhance accessibility, streamline processes, and create a seamless user experience.About the RoleAs a Business Data Analyst for Partnership Lending Team who will drive growth of Amartha’s new products and Increase efficiency by utilizing data-driven analytics. You will bridge data-driven decision-making and project management for our digital lending initiatives. This hybrid role requires dual expertise in analytics and product ownership: you will dive deep into data to uncover insights while leading cross-functional projects, defining product requirements, and driving execution. You will own the end-to-end delivery of solutions.Key Responsibilities1. Product Strategy:Define product requirements, roadmaps, and success metrics for digital lending projects, grounded in data insights.Prioritize features and initiatives by analyzing customer behavior, financial performance, and market trends to optimize our lending product’s performance and customer experience.Collaborate with stakeholders (Product, Risk, Operations) to align data insights with product development.2. Advanced Data AnalyticsExtract, transform, and analyze data using SQL to identify trends, risks, and opportunities.Build and maintain dashboards to monitor KPIs, product adoption, and operational efficiency.Use Python (optional) for predictive modeling, automation, or scenario simulations to inform product decisions.3. Project LeadershipLead the end-to-end execution of projects, from ideation to delivery, ensuring alignment with business goals.Validate hypotheses through A/B testing, customer feedback, and field visits.Act as the primary liaison between technical teams and business stakeholders.Requirements4+ years of experience in data analytics and/or product ownership/management, preferably in fintech, lending, or digital products.Expert SQL skills for complex data analysis.Proficiency in dashboarding tools (Tableau, Power BI, Metabase).Proven experience leading cross-functional projects and managing stakeholders.Strong ability to translate data insights into product requirements and business cases.Willingness to travel once per month for research and field visits.Python skills for advanced analytics or automation.Experience with credit risk modeling or customer lifecycle analysis.Courage to challenge assumptions.Strong leadership presence to inspire teams and drive projects to completion.At Amartha, we are dedicated to creating a workplace that celebrates diversity, ensures equity, and fosters inclusion. We believe that diverse perspectives—shaped by factors such as gender, age, race, ethnicity, education, culture, and life experiences—drive innovation and growth.We actively welcome individuals from all backgrounds to join us in building an environment where everyone feels respected, valued, and empowered. Our commitment is to provide equal opportunities and foster a sense of belonging that enables our employees to thrive and make meaningful contributions."
IT Business Analyst,PT. HTC Global Software Services,Jakarta Selatan,https://id.jobstreet.com/id/job/82047438?type=standard&ref=search-standalone,"Minimum Bachelor's degree (S1) from a university in IT: Computer Engineering, Informatics Engineering, Information Systems, Information Management, Computer Science, Computer Systems, Information Technology.Experience in IT Field as Business Analyst for 2 years.Familiar to analyst and gather user requirement.Familiar prepare document FSD, BRD, TSD.Familiar to conduct SIT, UAT, BVT, and user guideline.Fast learner and team player.Experience working with General Insurance process would be add as an advantage.Familiar with system CARe would be add as an advantage.Contract based on project (1 year)."
Growth Operation Analyst Manager,PT. Rupa Aestetika Teknologi Aktual (RATA),Jakarta Selatan,https://id.jobstreet.com/id/job/82045607?type=standard&ref=search-standalone,"Job Requirements:Minimal S1 jurusan Teknik Industri, Statistika, atau MatematikaMin 3 tahun di posisi yang sama(Data analysis, business intelligence/growth strategy, lebih disukai dalam industri kesehatan, e-commerce/teknologi)Pengalaman bekerja dengan tim sales, marketing, atau product untuk memberikan insight berbasis data guna meningkatkan revenue dan efisiensi operasionalMenguasai Ms. Office, Tableau, Google Data Studio, SQL, & PyhtonMemahami teknik forecasting, predictive modeling, dan segmentation analysisJob Descriptions:Bertanggung jawab dalam penyajian data yang valid dan mudah dipahami oleh seluruh tim, termasuk stakeholders non-teknisBertanggung jawab melakukan analisis berbasis data dan rekomendasi strategi untuk mendukung performance Growth TeamBerkolaborasi dengan seluruh Growth Team untuk membangun Sales Planning yang efektif (sales target and sales forecast)Mengidentifikasi dan menganalisis ketidakefisienan dalam proses bisnisMelakukan inovasi/otomasi/improvement tools/sistem kerja untuk mendukung efisiensi kerja"
HCM Business Analyst,PT. Berca Hardayaperkasa,Jakarta Pusat,https://id.jobstreet.com/id/job/82045542?type=standard&ref=search-standalone,"Job Responsibility:Gathering business requirement from customerAnalyzing & designing best solution for customerDoing serial of testing on delivered solutionWriting needed documentation based on project stageRequirements:Minimum diploma or S1 degree or bachelor degree in Information System/Information TechnologyKnowledge in HR Information systemMinimum 1+ years experiencein the same role (Fresh Graduate are welcome to apply)Ability to work effectively in a team as well as independentlyGood communication & interpersonal skillsHard worker, fast learner and ready to work under pressureWilling to travel if neededExperience in SQL Programming (Oracle, SQL Server) is a point plusExperience in minimum 1 full cycle of Enterprise Application implementation is a point plus."
Data Scientist,PT Artajasa Pembayaran Elektronis,Tangerang Selatan,https://id.jobstreet.com/id/job/82045093?type=standard&ref=search-standalone,"About Us:PT Artajasa Pembayaran Elektronisis a leading provider of electronic payment solutions in Indonesia. One of our brand, “ATM Bersama” is the pioneer of the first and largest electronic payment system service in Indonesia, which has been connected with more than90 member financial institutions, both Banks and Non-Banks (Fintech, etc)in Indonesia. ATM Bersama is currentlyconnected to more than 80,000 ATMs throughout Indonesiaand also connected tooverseas payment system networks, such as Paynet from Malaysia, JCB from Japan to Al-Rajhi from Saudi Arabia.ATM Bersama services provide convenience for customers to make cash withdrawals, balance checks, and transfers in real-time online at all ATM terminals with the ATM Bersama logo.We are committed to leveraging data-driven insights to enhance our products, optimize our operations, and deliver exceptional value to our clients. We are looking for aData Scientistto leverage data-driven insights to optimize our business strategies and enhance our payment solutions.Job Responsibilities:Collect, process, and analyze large datasets to generate insights that drive business decisions.Develop predictive models, machine learning algorithms, and data-driven solutions for pricing, fraud detection, and customer behavior analysis.Collaborate with cross-functional teams (Product, Technology, Business Development) to identify business challenges and provide data-backed solutions.Build and maintain data pipelines to ensure accurate and efficient data processing.Visualize and communicate findings through reports, dashboards, and presentations to stakeholders.Stay updated on the latest developments in data science, machine learning, and financial technology trends.Requirements:Bachelor’s or Master’s degree in Data Science, Computer Science, Statistics, Mathematics, or a related field.2+ years of experience in data science, analytics, or machine learning.Proficiency in Python or R, SQL, and data visualization tools (Power BI, Tableau, etc.).Experience with machine learning frameworks (TensorFlow, Scikit-learn, etc.) and big data technologies (Spark, Hadoop) is a plus.Strong problem-solving skills and analytical mindset.Excellent communication skills to present technical findings to non-technical stakeholders.Why Join Us?Be part of a leading electronic payment company in Indonesia.Work with a dynamic and innovative team in the fintech industry.Competitive salary, benefits, and career growth opportunities.Performance BonusesPrivate health insuranceBPJS KesehatanBPJS KetenagakerjaanFree Parking"
IT Business Analyst,Hand International Pte. Ltd.,Jakarta Pusat,https://id.jobstreet.com/id/job/82045069?type=standard&ref=search-standalone,"Responsibilities:Develop new and enhance existing features/functionalities to meet clients’ needs.Review and debug existing code.Understand and analyze business processes with existing IT system processes and do monitoring, maintenance and improvements.Database installation, maintenance and troubleshooting.Identify ideas to improve system performance and impact availability.Conduct an analysis of incoming issues with the available tools.Provide a response to the partner for the support request submitted, along with the ticket number obtained from the ticketing systemQualifications:Bachelor's degree or equivalent experience in Computer Science or related field.Have 2 year related experienceHave experience in e-commerceHave a good understanding of the Java programming language, including its syntax, data types, control structures, and object-oriented programming concepts.Have a good understanding of SQL and database concepts.Have a good understanding of HTML and Bootstrap.Have a good understanding of Javascript, Ajax and JSON.Have a knowledge in designing and building micro services and REST API.Able to analyze problems and come up with creative solutions to address them.Have strong attention to detail and work well under pressure.Fluent in written and spoken English.Able to communicate effectively with team members and stakeholders, both verbally and in writing.Have a desire and willingness to learn new technologies and programming languages.Able to work in rotating shift system include work on public holiday."
Logistic Data & Pricing Analyst,PT Global Jet Cargo (J&T Cargo),Jakarta Utara,https://id.jobstreet.com/id/job/82044909?type=standard&ref=search-standalone,"Job descriptions:Develop and implement pricing policies based on market analysis and business objectivesAccurately input and update pricing data in the system for shippers and transportersEnsure pricing data is accurate and aligned with the company's profitability goalsEffectively communicate pricing strategies and changes to stakeholdersCapable to visualize data to stakeholdersQualifications:Bachelors degree in Management, Economics, Logistics, or a related fieldMin. 2 years of experience in management system or pricing analysisKnowledge of the PDCA (Plan, Do, Check & Act) method and its application in performance review and system improvement processesAbility to analyze data and propose improvements for management systemsProficiency in managing and ensuring the accuracy of pricing data, and updating systems in a timely mannerStrong communication skills for effectively conveying pricing strategies and changes to stakeholdersProficiency in SQL, and Python"
Product Pricing Analyst,PT Artajasa Pembayaran Elektronis,Tangerang Selatan,https://id.jobstreet.com/id/job/82043988?type=standard&ref=search-standalone,"About Artajasa Pembayaran ElektronisArtajasa is a leading electronic payment solutions provider in Indonesia, known for our innovative financial transaction services, including ATM Bersama and various interbank payment solutions. As we continue to grow, we are looking for aPricing Analystto join our team and help drive data-driven pricing strategies.Job Responsibilities:Develop, analyze, and implement pricing strategies to optimize revenue and competitiveness.Conduct market research and benchmarking to assess industry pricing trends.Evaluate the impact of pricing structures on profitability and customer acquisition.Collaborate with internal teams (Finance, Sales, Product, and Technology) to create pricing models aligned with business goals.Monitor and report key pricing metrics to support data-driven decision-making.Ensure pricing compliance with regulatory requirements and internal policies.Provide insights and recommendations to enhance pricing strategies based on customer behavior and competitor analysis.Requirements:Bachelor’s degree in Business, Finance, Economics, or a related field.2+ years of experience in pricing analysis, financial analysis, or related roles in the banking or payment industry (preferred).Understanding of financial modeling and pricing strategies.Excellent problem-solving skills and attention to detail.Strong communication and collaboration skills."
Business Analyst,PT Tekno Gemilang Indonesia,Jakarta Raya,https://id.jobstreet.com/id/job/82043966?type=standard&ref=search-standalone,"Job Description :Create design solution to customersCreate functional specification to customersPrepare and perform UAT based on testing scenarioPerform training and workshopUpload data for implementationPerform application configurationAnalyzing business needsProducing reports on application development and implementationAnalyzing the design of technical system and business modelsEnhancing the quality of IT servicesUpdate progress to Lead and Project ManagerRequirements :Minimum Bachelor’s Degree in Computer Science/Information Technology/Engineering/Mathematics/Physics/Science and Technology from reputable universityProject Finance Accounting Background, pernah running project ERP FATHave minimum 5 year experiences in related positionGood in database, flowchart and have a basic programmingHave experiences as Developer will be an advantageHighly motivated with spirit to learn new thingsGood attitude, commitment to work and good team playerGood problem solving, analytical and leadership skillWilling to travel to other city"
IT System Analyst,PGI Data,Kebayoran Lama,https://id.jobstreet.com/id/job/82060812?type=standard&ref=search-standalone,"Job DescriptionCollaborate with users, business partners and related surrounding applications in compiling requirements (Middleware, corebanking, IT security, IT Architecture)Conduct detailed analysis of functional requirements into technical requirements that are easy for the delivery team to understandCompilation of FSD TSD and fulfillment of revlew from related unitsCoordinate the implementation of testing with the quality assurance team to ensure optimal and flawless product delivery.Minimum QualificationsDiploma or Bachelor’s degree in computer programming, computer scienceExperience in digital payment technology such as QRIS, API, Wallet financial institutions (Payment or Banking)Understand national/international payment protocols such as ASPI and SWIFTAble to design applications or features in themMinimum of 3 years of experience as a system/technical analystAbility to work in an Agile development environment.Good communication skills and ability to work in a teamAdditional Skills / Specification (Optional):Have a sortification in system development such asCISA (Certified Information Systems Analyst) or CSDA(Certified Software Development Associate)Experience related to audit documentation or IT securityFinancial institution background (Banking, Payment gateway. Switching)"
Rekam Medis,PT Masa Lestari Husada,Jakarta Utara,https://id.jobstreet.com/id/job/82043132?type=standard&ref=search-standalone,"Deskripsi Pekerjaan:Mengawasi dan melaksanakan semua kegiatan di unit rekam medisMengadakan koordinasi dengan unit lain yang terkait untuk kelancaran tugas di unit rekam medis dan saksi yang lainMelaksanakan tugas lain yang diperintahkan oleh atasan atau klinikMenerima berkas medis rawat jalan dari setiap unit pelayananMelakukan penyusunan, perawatan, dan penyimpanan status Rekam Medis sesuai SPOMemastikan pengisian identitas pasien di status Rekam Medis dengan benar dan lengkapMemastikan pengisian setiap form berkas Rekam Medis dengan benar dan lengkapMengkoordinir pelayanan rekam medis di klinikPersyaratan:Pendidikan minimal D3/S1 jurusan Rekam MedisFresh graduate dipersilahkan untuk melamarWajib memiliki STR yang masih berlakuBersedia untuk penugasan keluar kota untuk monitoring Rekam Medis setiap klinik/unitBersedia ditempatkan di Kelapa Gading, Jakarta UtaraDapat bergabung secepatnya"
SM - Head of Channel Profitability and Pricing Governance,PT Prudential Life Assurance,Jakarta Raya,https://id.jobstreet.com/id/job/82058595?type=standard&ref=search-standalone,"Prudential’s purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people’s career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed.Job Scope:This role will lead the channel profitability and oversee the pricing governance with key responsibilities as follow:Channel profitability is responsible to analyze and aligning channel distribution spending with financial KPIs, evaluates and optimizes incentives, and identifies risks and opportunities to enhance profitability.Pricing Governance collaborates with the pricing team to develop and refine pricing strategies, ensure meeting Group product pricing requirements, and achieving optimized commercial outcome.Principle Duties & Responsibilities:Channel ProfitabilityLinking Channel Spending with Financial KPIsAnalyse and correlate channel expenditures with key financial performance indicators to ensure alignment with overall business objectives.Develop and maintain models to track and report on the financial impact of channel spending.Holistic Assessment of Incentives/CompensationConduct comprehensive evaluations of incentive and compensation structures to ensure they are effective and aligned with company goals.Provide recommendations for optimizing incentive programs to drive desired behaviours and outcomes.Early Identification of Risks and OpportunitiesMonitor and analyse data to identify potential risks and opportunities within the channel.Develop strategies to mitigate risks and capitalize on opportunities to enhance profitability.Overall channel TEV variances assessmentAnalyse the channel performance of PEC variance against plan / targets.Collaborate with channels to develop strategies to manage the PEC variances.Pricing GovernanceWork closely with the pricing team to develop and refine pricing strategies, ensure meeting Group product pricing requirements. Engage in constructive discussions to challenge and refine product pricing models and strategies. Identify and assess potential risks associated with pricing strategies and work with pricing team to develop mitigation strategies to manage identified risks while maintaining profitability. Review the financials on behalf of Chief Actuary and provide healthy challenge to pricing approach and assumptions used. Collaborate with the pricing team to achieve optimized commercial outcome for new product or existing product repricing. Ensure Product Submission Document complies with GPAC requirements with particular focus on Group Actuarial and Group Finance areas.Job Specification:QualificationFellow of the local or international actuarial society (FSAI, FSA, FIA, FIAA)Strong technical actuarial skills, in-depth knowledge of actuarial principles and pricing strategies.Leadership and people management capabilityAbility to drive change and improve processes and resource planningAble to provide effective coaching and development for team membersBroad business sense and understandingExcellent stakeholder management skills both locally and with GroupExperience of operating in Life Insurance businessStrong analytical skills to understand financial statements and reportsStrong organizational skillsEffective communicator (oral and written)Fluent in EnglishExperience12+ years’ experience in actuarial functions with significant experience in channel profitability, product pricing, and Corporate Business.KnowledgeInsurance product knowledgeActuarial modeling (including Prophet)EEV, IFRS17, Economic CapitalAutonomy(Give three examples of any independent decision taken by job holder or action taken where job holder has complete autonomy i.e. without referring to superior for approval).Relationship management with stakeholders in local management and regional office – ensuring understanding of PLA and PSLA’s business and financial results at regional management level. Lead and conduct actuarial analysis to inform management for sound business decisions. Establishes and manages the team within the Chief Actuary function by reference to a well-defined plan and objectives that effectively support the achievement of the Company strategic business objectives.Problem Complexity(Give one example of routine problem and two examples of non-routine problems encountered at work, and how the job holder goes about resolving them.)Work effectively with Pricing to provide support and at the same time as an objective assessor to the actuarial results. Work effectively with Channels to deliver actuarial services and manage their financials. Constantly strive to improve the performance and skills of the actuarial team.Prudential is an equal opportunity employer.We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with individual physical or mental health requirements."
Bancassurance Consultant (Temanggung),MSIG Life Insurance Indonesia Tbk,Magelang,https://id.jobstreet.com/id/job/82041402?type=standard&ref=search-standalone,"Deskripsi Pekerjaan :Menjalin dan menjaga hubungan bisnis yang baik dengan nasabah bank rekanan dalam memberikan konsultasi perencanaan perlindungan serta tujuan finansial nasabahMenciptakan hubungan yang produktif, bersinergi, dan efektif dengan seluruh pihak bank rekanan terkait.Memastikan seluruh proses bisnis berjalan sesuai dengan prosedur standar perusahaan.Memenuhi performa kerja yang sudah ditargetkan perusahaanKualifikasi:Usia minimal 23 tahunPendidikan minimal Diploma 3Memiliki pengalaman minimal 1 tahun sebagai sales marketing dalam industri asuransi atau perbankanMemiliki kepribadian yang baikMemiliki motivasi kerja yang tinggiMemiliki orientasi pada target dan berambisi untuk memenuhi targetPenempatan: Temanggung"
BI Developer,PT Bumi Amartha Teknologi Mandiri,Jakarta Pusat,https://id.jobstreet.com/id/job/82041391?type=standard&ref=search-standalone,"Scope of work:Design, develop, and implement BI solutions to meet business requirements.Build and manage data pipelines using ETL tools to ensure accurate data processing and integration.Develop and maintain dashboards and reports usingPower BI.Work with relational and non-relational databases (SQL, NoSQL) to manage and analyze large data sets.Collaborate with Data Science, BI, and other business teams to understand data needs and deliver the best possible solutions.Ensure the performance, quality, and reliability of BI solutions.Perform data cleansing, transformation, and aggregation for effective reporting.Implement best practices for data management and BI tool utilization.Qualifications:Bachelor’s degree in Information Technology, Computer Science, Information Systems, or a related field.Minimum of 2 years of experience as a BI Developer or in a similar role.Strong experience with relational and non-relational databases, including SQL, NoSQL (e.g., MySQL, SQL Server, Oracle DB).Proficient in ETL tools such as SSIS, SSRS, SSAS, and Power Pivot.Hands-on experience with Power BI, and Data Analyst Associate certification is a plus.Solid understanding of data warehousing, MIS, and big data systems.Strong analytical and problem-solving skills.Detail-oriented with a focus on data management and quality.Strong communication skills to effectively present data insights to non-technical stakeholders.Experience in Dashboard Design and developing interactive reports."
Functional Application Consultant,PT IFCA Property365 Indonesia,Jakarta Selatan,https://id.jobstreet.com/id/job/82041244?type=standard&ref=search-standalone,"PT IFCA Property365 IndonesiaKami adalah Perusahaan yang mengkhusus diri dalam menyediakan aplikasi untuk Perusahaan bidang property dan real estate yang sudah berdiri sejak tahun 1995. Saat ini kami sedang mencari kandidat yang memiliki motivasi diri dan berorientasi pada hasil untuk posisi sebagai berikut :FUNCTIONAL APPLICATION CONSULTANTYang bertanggung jawab untuk melakukan training, implementasi, dan support untuk menjalankan aplikasi IFCADengan persyaratan sebagai berikut :Bersedia penempatan di JakartaPendidikan terakhir Diploma/Sarjana dengan background bisa menjalankan aplikasi akutansi atau mengerti akutansi (Utama)Inisiatif dan mampu bekerja secara mandiri maupun teamBasic Accounting (Akuntansi Dasar)SQL languangeHad experience(s) as Functional Application Consultant would be good advantage.Minimum Passive English"
